order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_price
226,73,833,2,49984.05,7907.56,92060.54
227,73,132,3,54936.5,18499.75,146309.75
228,74,106,5,46627.58,20357.64,212780.26
229,74,651,1,58787.12,1167.16,57619.96
230,74,851,1,9840.28,1067.17,8773.11
231,74,328,4,71127.26,29895.86,254613.18
232,75,634,2,39143.06,5773.12,72513.0
233,75,14,2,25186.17,4934.56,45437.78
234,75,390,1,58992.99,3375.91,55617.08
235,76,667,1,78766.25,61.77,78704.48
236,76,462,1,42608.45,194.64,42413.81
237,76,428,2,28170.52,5643.77,50697.27
238,76,953,3,12070.59,4338.96,31872.81
239,77,394,1,42580.81,1834.01,40746.8
240,77,956,1,39326.14,3936.67,35389.47
241,78,324,2,65084.11,10449.03,119719.19
242,78,222,1,5223.93,3.17,5220.76
243,78,605,1,28301.75,1647.69,26654.06
244,79,878,1,81467.72,2734.44,78733.28
245,79,966,1,45203.42,1460.75,43742.67
246,80,645,2,23430.55,350.99,46510.11
247,80,831,1,72426.36,7127.01,65299.35
248,80,806,1,56644.92,1178.91,55466.01
249,80,498,2,59585.39,261.6,118909.18
250,81,216,1,2917.11,231.82,2685.29
251,81,35,2,27954.63,5435.91,50473.35
252,82,901,2,49064.78,10989.56,87140.0
253,82,468,1,31010.39,2088.21,28922.18
254,82,814,2,29179.36,6402.26,51956.46
255,82,266,1,9890.24,899.98,8990.26
256,82,164,4,9622.11,5293.01,33195.43
257,83,934,2,13975.94,2810.29,25141.59
258,83,163,1,20117.54,1297.29,18820.25
259,83,918,1,12904.52,1390.1,11514.42
260,83,823,1,15069.09,2129.64,12939.45
261,83,754,1,10158.79,908.15,9250.64
262,84,61,2,55328.05,4794.41,105861.69
263,84,34,1,54888.32,4333.21,50555.11
264,84,231,2,21715.73,2771.96,40659.5
265,84,102,1,41669.88,4985.22,36684.66
266,84,573,1,17211.31,507.34,16703.97
267,85,652,1,44850.32,1574.37,43275.95
268,85,86,1,55528.31,5310.19,50218.12
269,85,106,1,46627.58,6574.32,40053.26
270,85,839,1,27297.72,2865.1,24432.62
271,86,560,1,84295.23,10090.74,74204.49
272,87,933,2,33858.42,9527.98,58188.86
273,87,673,2,46606.91,7259.17,85954.65
274,87,47,5,33493.63,714.74,166753.41
275,87,535,1,41797.84,1873.21,39924.63
276,88,188,2,51035.63,9307.47,92763.79
277,88,106,2,46627.58,4913.81,88341.35
278,88,303,4,30281.73,12164.77,108962.15
279,88,890,1,38320.04,2006.99,36313.05
280,88,558,2,75889.41,7441.69,144337.13
281,89,293,4,14013.61,5677.2,50377.24
282,89,154,4,8484.39,168.78,33768.78
283,89,566,2,53985.24,3644.0,104326.48
284,90,651,2,58787.12,14288.84,103285.4
285,90,132,3,54936.5,11591.7,153217.8
286,90,64,2,12866.2,1992.57,23739.83
287,90,395,1,32399.17,1306.3,31092.87
288,90,870,2,11548.78,1946.12,21151.44
289,91,203,1,20625.03,2452.09,18172.94
290,91,332,2,48366.16,11643.53,85088.79
291,91,819,2,46497.58,5824.31,87170.85
292,92,634,4,39143.06,941.48,155630.76
293,92,596,5,18491.15,13374.3,79081.45
294,92,914,1,22155.25,872.97,21282.28
295,92,246,3,47257.72,1729.96,140043.2
296,93,279,2,75174.09,21658.55,128689.63
297,93,440,2,53089.24,4804.43,101374.05
298,93,678,3,49387.32,20440.24,127721.72
299,93,933,3,33858.42,14058.32,87516.94
300,93,638,2,48836.11,13629.59,84042.63
301,94,990,1,16191.64,1032.94,15158.7
302,95,248,1,1372.21,27.47,1344.74
303,95,232,3,5776.45,1924.23,15405.12
304,95,555,1,39589.69,1864.05,37725.64
305,95,717,1,79658.52,3546.91,76111.61
306,96,900,3,10764.09,3922.15,28370.12
307,96,791,1,64416.91,5640.53,58776.38
308,96,370,1,42652.44,1461.74,41190.7
309,96,962,2,27001.15,5671.56,48330.74
310,97,962,1,27001.15,1402.52,25598.63
311,98,752,1,41334.32,3681.46,37652.86
312,98,325,1,13778.84,885.55,12893.29
313,98,808,1,14621.63,1347.44,13274.19
314,98,64,3,12866.2,5765.21,32833.39
315,99,957,1,58003.08,5576.39,52426.69
316,99,246,3,47257.72,19340.97,122432.19
317,99,21,1,16665.28,706.27,15959.01
318,99,216,1,2917.11,224.75,2692.36
319,99,871,2,12164.93,2457.42,21872.44
320,100,211,1,7779.82,662.05,7117.77
321,100,728,3,72056.51,14024.21,202145.32
322,100,466,2,39504.07,6245.03,72763.11
323,100,416,1,13743.31,1703.11,12040.2
324,101,702,5,47715.26,8155.28,230421.02
325,101,91,2,35131.7,3954.87,66308.53
326,101,928,3,87525.69,7160.28,255416.79
327,101,293,1,14013.61,1678.69,12334.92
328,102,363,1,66819.63,1348.04,65471.59
329,102,956,3,39326.14,14300.58,103677.84
330,102,641,2,12415.84,1277.28,23554.4
331,102,5,1,25962.08,2827.22,23134.86
332,102,249,4,49328.62,13083.01,184231.47
333,103,227,4,15855.11,9442.41,53978.03
334,103,176,1,4905.76,18.32,4887.44
335,104,441,1,7558.87,138.64,7420.23
336,105,834,3,10608.23,891.99,30932.7
337,106,133,1,12468.39,184.66,12283.73
338,106,9,2,61804.18,13947.73,109660.63
339,106,590,2,32485.63,1772.67,63198.59
340,106,368,1,54568.01,6043.79,48524.22
341,106,771,1,61602.81,5756.9,55845.91
342,107,886,1,49335.18,5138.49,44196.69
343,107,49,1,52319.21,7522.12,44797.09
344,107,948,2,22542.75,4258.87,40826.63
345,107,36,5,4657.36,3300.79,19986.01
346,108,829,3,37550.24,4557.8,108092.92
347,108,922,4,12986.88,1413.04,50534.48
348,108,375,2,49275.82,2960.42,95591.22
349,109,799,1,8251.88,1054.12,7197.76
350,109,127,2,22960.71,6548.91,39372.51
351,110,792,3,41133.39,17716.07,105684.1
352,110,751,2,67959.34,3426.28,132492.4
353,111,202,1,32355.55,1924.19,30431.36
354,111,245,3,22158.81,7846.76,58629.67
355,111,35,1,27954.63,2684.84,25269.79
356,111,31,1,5278.2,674.74,4603.46
357,111,222,1,5223.93,162.8,5061.13
358,112,266,1,9890.24,1396.97,8493.27
359,113,739,1,49616.69,5133.97,44482.72
360,113,893,3,24158.85,3177.84,69298.71
361,113,846,2,21886.79,1095.38,42678.2
362,114,948,1,22542.75,967.22,21575.53
363,115,994,1,55468.6,7814.96,47653.64
364,116,442,1,63464.4,8064.88,55399.52
365,116,904,2,59389.18,15994.46,102783.9
366,117,520,5,49223.86,23781.7,222337.6
367,117,350,1,35700.73,793.76,34906.97
368,117,728,2,72056.51,11083.79,133029.23
369,117,818,2,2517.2,203.12,4831.28
370,118,670,1,52206.68,5755.75,46450.93
371,118,123,1,12737.25,1415.83,11321.42
372,118,468,4,31010.39,15849.99,108191.57
373,118,357,2,38950.15,9773.46,68126.84
374,118,74,4,25500.32,12919.29,89081.99
375,119,982,1,39666.28,961.78,38704.5
376,120,383,1,37571.74,4345.06,33226.68
377,120,211,2,7779.82,641.26,14918.38
378,120,534,2,3962.65,565.41,7359.89
379,120,730,1,6687.12,492.94,6194.18
380,120,929,2,38049.95,8223.21,67876.69
381,121,394,1,42580.81,5189.58,37391.23
382,121,10,1,2841.22,116.96,2724.26
383,121,799,1,8251.88,986.2,7265.68
384,121,131,1,72766.86,702.33,72064.53
385,121,102,1,41669.88,1492.86,40177.02
386,122,396,2,49585.04,994.12,98175.96
387,123,437,1,26161.89,3711.53,22450.36
388,123,603,1,3198.92,305.3,2893.62
389,123,836,1,41004.0,2578.84,38425.16
390,123,208,2,53391.84,7013.31,99770.37
391,124,523,3,19573.08,8634.55,50084.69
392,125,814,4,29179.36,7195.59,109521.85
393,125,563,2,39906.77,931.35,78882.19
394,125,49,1,52319.21,1658.54,50660.67
395,125,341,2,11306.84,1974.8,20638.88
396,125,409,1,61954.7,4818.52,57136.18
397,126,426,1,13381.73,204.8,13176.93
398,126,46,1,46849.91,684.49,46165.42
399,127,375,2,49275.82,3385.2,95166.44
400,128,210,1,56937.99,6930.82,50007.17
401,128,144,1,40469.54,4718.52,35751.02
402,128,66,1,17293.32,1814.41,15478.91
403,128,182,1,3021.26,75.84,2945.42
404,129,839,1,27297.72,732.28,26565.44
405,129,441,2,7558.87,1242.13,13875.61
406,129,274,1,45493.53,3900.94,41592.59
407,130,869,2,27599.74,861.03,54338.45
408,130,694,3,75656.77,7722.14,219248.17
409,131,75,2,9316.09,828.38,17803.8
410,131,239,1,2561.84,213.95,2347.89
411,132,684,1,24811.38,2815.61,21995.77
412,133,352,1,3351.05,86.61,3264.44
413,133,99,1,32394.39,2919.46,29474.93
414,133,53,2,69627.87,19673.89,119581.85
415,133,439,4,45327.89,26057.27,155254.29
416,134,227,1,15855.11,1325.13,14529.98
417,135,697,2,21254.69,6128.77,36380.61
418,136,887,1,31901.21,1897.08,30004.13
419,136,558,5,75889.41,56351.54,323095.51
420,136,576,1,62418.64,7319.14,55099.5
421,137,825,2,43980.64,3601.83,84359.45
422,137,792,1,41133.39,4153.72,36979.67
423,138,566,1,53985.24,5274.9,48710.34
424,138,93,1,20754.97,2490.48,18264.49
425,139,820,2,41957.83,2761.91,81153.75
426,139,900,5,10764.09,7903.28,45917.17
427,139,517,1,27837.58,3456.87,24380.71
428,139,869,2,27599.74,5766.02,49433.46
429,139,277,1,42196.84,4159.1,38037.74
430,140,888,1,28122.2,2866.22,25255.98
431,140,442,1,63464.4,7563.69,55900.71
432,140,90,2,36606.09,4143.28,69068.9
433,141,649,1,52465.73,7148.93,45316.8
434,141,590,1,32485.63,632.04,31853.59
435,142,868,3,30561.21,11655.82,80027.81
436,142,221,1,9501.02,1187.24,8313.78
437,143,923,1,3340.47,249.64,3090.83
438,143,554,1,25698.87,2180.26,23518.61
439,143,226,4,3033.14,1153.41,10979.15
440,144,388,1,31725.59,218.88,31506.71
441,144,621,2,9935.11,2384.88,17485.34
442,145,351,4,42200.96,23837.45,144966.39
443,145,716,2,37907.5,196.22,75618.78
444,145,860,1,80879.76,6378.85,74500.91
445,145,636,4,27784.14,13100.49,98036.07
446,146,657,1,35285.91,1796.63,33489.28
447,146,566,2,53985.24,12221.37,95749.11
448,146,256,3,8390.62,3759.6,21412.26
449,146,819,1,46497.58,1184.92,45312.66
450,146,427,1,43138.66,349.81,42788.85
451,147,638,1,48836.11,6827.5,42008.61
452,148,595,2,3346.77,830.41,5863.13
453,148,706,1,39123.19,5703.71,33419.48
454,148,831,1,72426.36,6831.5,65594.86
455,149,383,1,37571.74,123.45,37448.29
456,149,650,1,42833.78,5355.58,37478.2
457,150,197,1,18177.19,1785.52,16391.67
458,150,93,1,20754.97,1160.04,19594.93
459,150,393,2,22248.19,3708.02,40788.36
460,150,976,1,58220.65,6147.65,52073.0
461,151,48,1,24215.99,2165.39,22050.6
462,151,193,1,87985.05,4400.15,83584.9
463,152,310,1,56308.84,4486.2,51822.64
464,152,253,4,58300.25,17084.16,216116.84
465,152,555,3,39589.69,9092.56,109676.51
466,153,840,3,75935.96,18365.02,209442.86
467,153,92,2,20472.41,5983.15,34961.67
468,153,900,1,10764.09,1114.27,9649.82
469,153,718,2,74041.38,1682.86,146399.9
470,153,239,1,2561.84,343.1,2218.74
471,154,344,2,4082.01,669.59,7494.43
472,155,383,1,37571.74,2824.12,34747.62
473,155,105,2,13824.31,1333.95,26314.67
474,155,243,1,19599.65,1598.09,18001.56
475,155,214,1,17174.56,2491.33,14683.23
476,156,362,2,32081.22,6226.85,57935.59
477,156,159,2,47345.28,6359.79,88330.77
478,156,751,5,67959.34,1131.09,338665.61
479,157,884,1,13659.41,1114.26,12545.15
480,157,573,1,17211.31,368.85,16842.46
481,157,390,2,58992.99,17142.5,100843.48
482,157,201,3,26322.63,7824.77,71143.12
483,157,36,2,4657.36,546.2,8768.52
484,158,834,4,10608.23,5850.95,36581.97
485,159,310,1,56308.84,5928.56,50380.28
486,159,41,2,47175.64,5605.98,88745.3
487,159,671,2,65136.28,19116.41,111156.15
488,159,106,1,46627.58,448.46,46179.12
489,160,64,1,12866.2,165.68,12700.52
490,161,346,2,62507.59,14919.33,110095.85
491,162,918,1,12904.52,1428.58,11475.94
492,162,114,1,12647.54,1308.49,11339.05
493,163,649,2,52465.73,12271.71,92659.75
494,163,367,1,58161.69,5966.95,52194.74
495,163,554,1,25698.87,3364.86,22334.01
496,164,233,4,11531.39,2094.9,44030.66
497,164,453,1,16365.34,1772.73,14592.61
498,165,428,2,28170.52,7543.12,48797.92
499,165,353,1,44608.27,6242.97,38365.3
500,165,950,5,4878.32,729.72,23661.88
501,166,678,1,49387.32,1929.65,47457.67
502,166,66,1,17293.32,1477.14,15816.18
503,167,77,1,55961.89,3502.68,52459.21
504,168,69,1,32929.62,2457.19,30472.43
505,168,982,1,39666.28,774.94,38891.34
506,169,994,1,55468.6,2471.28,52997.32
507,170,684,1,24811.38,2518.86,22292.52
508,170,250,1,38589.27,3327.79,35261.48
509,170,948,5,22542.75,10030.27,102683.48
510,171,91,2,35131.7,3345.12,66918.28
511,171,623,1,71271.12,9911.27,61359.85
512,171,410,2,18525.02,1806.52,35243.52
513,171,684,2,24811.38,7417.7,42205.06
514,172,332,3,48366.16,5464.8,139633.68
515,173,463,2,16046.16,2679.25,29413.07
516,173,441,1,7558.87,393.38,7165.49
517,174,456,3,39470.43,2964.99,115446.3
518,174,863,3,10636.56,2279.78,29629.9
519,175,544,3,60516.54,14751.96,166797.66
520,175,698,2,36376.6,7460.68,65292.52
521,175,505,2,19424.05,1646.76,37201.34
522,176,745,2,79442.72,5047.03,153838.41
523,176,427,2,43138.66,442.58,85834.74
524,176,592,2,8207.23,877.28,15537.18
525,177,886,1,49335.18,4238.99,45096.19
526,177,176,2,4905.76,32.57,9778.95
527,177,49,2,52319.21,14953.97,89684.45
528,177,109,2,18503.86,4720.34,32287.38
529,177,996,2,43007.78,6340.16,79675.4
530,178,880,1,60788.79,4045.33,56743.46
531,178,726,1,49127.83,2440.97,46686.86
532,179,394,3,42580.81,513.48,127228.95
533,179,170,1,52332.24,81.78,52250.46
534,179,462,1,42608.45,3358.07,39250.38
535,180,489,1,36153.44,218.38,35935.06
536,180,937,1,75287.48,5958.32,69329.16
537,180,933,1,33858.42,653.0,33205.42
538,180,513,1,282.11,19.86,262.25
539,180,799,1,8251.88,315.29,7936.59
540,181,719,4,77732.75,31828.14,279102.86
541,182,982,1,39666.28,3525.96,36140.32
542,182,219,1,53676.7,4969.61,48707.09
543,182,773,1,10661.83,256.31,10405.52
544,182,934,1,13975.94,2091.26,11884.68
545,183,965,2,4397.66,415.7,8379.62
546,183,36,4,4657.36,2067.37,16562.07
547,184,31,1,5278.2,226.28,5051.92
548,184,310,1,56308.84,4814.21,51494.63
549,184,552,1,36436.81,5033.13,31403.68
550,184,948,1,22542.75,791.8,21750.95
551,184,721,3,56611.31,15890.84,153943.09
552,185,447,1,2781.28,268.95,2512.33
553,185,726,1,49127.83,633.2,48494.63
554,186,875,4,42404.31,10747.42,158869.82
555,186,342,1,15005.18,1856.11,13149.07
556,186,933,1,33858.42,1653.62,32204.8
557,186,237,1,17431.72,1001.18,16430.54
558,186,64,2,12866.2,3047.12,22685.28
559,187,379,3,23839.94,4844.86,66674.96
560,187,976,1,58220.65,5575.85,52644.8
561,187,827,1,29873.51,2030.78,27842.73
562,188,551,1,40569.11,2280.91,38288.2
563,188,933,2,33858.42,6223.38,61493.46
564,188,535,1,41797.84,3484.52,38313.32
565,188,862,2,57732.85,13288.21,102177.49
566,188,572,1,16804.56,846.56,15958.0
567,189,227,4,15855.11,5604.48,57815.96
568,189,939,1,52812.53,7215.24,45597.29
569,189,799,1,8251.88,1020.58,7231.3
570,190,874,1,58607.99,3132.61,55475.38
571,190,278,3,32103.08,1366.58,94942.66
572,191,390,1,58992.99,1854.78,57138.21
573,192,517,1,27837.58,197.43,27640.15
574,192,804,3,65569.03,7759.18,188947.91
575,192,479,3,1432.07,261.71,4034.5
576,192,353,3,44608.27,969.68,132855.13
577,193,312,1,17328.1,2350.69,14977.41
578,193,190,1,31464.71,641.98,30822.73
579,193,573,2,17211.31,2451.02,31971.6
580,194,250,3,38589.27,15745.26,100022.55
581,194,559,2,46321.8,13348.83,79294.77
582,194,220,2,22042.27,274.27,43810.27
583,194,841,2,64497.16,17456.61,111537.71
584,195,75,1,9316.09,1279.7,8036.39
585,195,901,2,49064.78,13679.76,84449.8
586,195,604,3,36921.48,796.08,109968.36
587,195,711,3,71833.53,18755.9,196744.69
588,195,286,1,70118.16,9834.55,60283.61
589,196,730,3,6687.12,1514.24,18547.12
590,196,205,1,43935.78,270.43,43665.35
591,197,130,1,38866.1,5233.44,33632.66
592,197,601,1,24592.61,2217.7,22374.91
593,198,874,1,58607.99,5662.67,52945.32
594,198,694,2,75656.77,21546.12,129767.42
595,199,396,4,49585.04,1716.41,196623.75
596,199,124,1,32253.1,149.78,32103.32
597,199,684,2,24811.38,6769.13,42853.63
598,199,57,2,54715.65,4738.78,104692.52
599,199,260,1,2939.69,417.75,2521.94
600,200,493,3,14869.71,93.71,44515.42
601,200,214,1,17174.56,132.78,17041.78
602,200,933,4,33858.42,1773.19,133660.49
603,200,633,2,16271.17,4578.61,27963.73
604,200,825,1,43980.64,4218.58,39762.06
605,201,357,2,38950.15,11280.58,66619.72
606,202,116,2,84644.25,20990.65,148297.85
607,202,187,2,11139.84,2604.35,19675.33
608,202,476,1,27559.44,2075.92,25483.52
609,203,497,1,52092.41,4811.87,47280.54
610,203,987,2,52051.56,12212.93,91890.19
611,203,321,3,64212.74,12936.22,179702.0
612,203,523,1,19573.08,914.06,18659.02
